"nm_code","ncomb","cuci_code","cuci","sector"
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás",,,
"        ","- Las demás bombas; elevadores de líquidos",,,
"        ","- Las demás cadenas",,,
"        ","- Las demás calzas, panty-medias y leotardos",,,
"        ","- Las demás carnes de animales de la especie ovina, congeladas",,,
"        ","- Las demás carnes de animales de la especie ovina, frescas o refrigeradas",,,
"        ","- Las demás cintas",,,
"        ","- Las demás cámaras fotográficas",,,
"        ","- Las demás escariadoras",,,
"        ","- Las demás escariadoras-fresadoras",,,
"        ","- Las demás especias",,,
"        ","- Las demás guarniciones, herrajes y artículos similares",,,
"        ","- Las demás herramientas",,,
"        ","- Las demás herramientas de mano (incluidos los diamantes de vidriero)",,,
"        ","- Las demás hojas de sierra",,,
"        ","- Las demás hortalizas y las mezclas de hortalizas",,,
"        ","- Las demás luminarias y aparatos de alumbrado, eléctricos",,,
"        ","- Las demás lámparas y tubos de incandescencia (excepto las de rayos ultravioletas o infrarrojos)",,,
"        ","- Las demás lámparas, tubos y válvulas",,,
"        ","- Las demás maderas contrachapadas, constituidas exclusivamente por hojas de madera (exepto de bambú) de espesor unitario inferior o igual a 6 mm",,,
"        ","- Las demás manufacturas",,,
"        ","- Las demás manufacturas",,,
"        ","- Las demás materias colorantes y las demás preparaciones",,,
"        ","- Las demás muelas y artículos similares",,,
"        ","- Las demás máquinas automáticas para tratamiento o procesamiento de datos",,,
"        ","- Las demás máquinas de calcular electrónicas",,,
"        ","- Las demás máquinas de coser",,,
"        ","- Las demás máquinas de fresar",,,
"        ","- Las demás máquinas de rectificar",,,
"        ","- Las demás máquinas de taladrar",,,
"        ","- Las demás máquinas impresoras, copiadoras y de fax, incluso combinadas entre sí",,,
"        ","- Las demás máquinas para sondeo o perforación",,,
"        ","- Las demás máquinas y aparatos",,,
"        ","- Las demás máquinas y aparatos",,,
"        ","- Las demás máquinas y aparatos de cosechar; máquinas y aparatos de trillar",,,
"        ","- Las demás máquinas y aparatos de moldear o formar",,,
"        ","- Las demás máquinas y aparatos, autopropulsados",,,
"        ","- Las demás máquinas y aparatos, sin propulsión",,,
"        ","- Las demás partes y accesorios",,,
"        ","- Las demás partes y accesorios de carrocería (incluidas las de cabina)",,,
"        ","- Las demás películas para fotografía en colores (policroma)",,,
"        ","- Las demás películas, sin perforar, de anchura inferior o igual a 105 mm",,,
"        ","- Las demás películas, sin perforar, de anchura superior a 105 mm",,,
"        ","- Las demás piedras de talla o de construcción y sus manufacturas, simplemente talladas o aserradas, con superficie plana o lisa",,,
"        ","- Las demás prendas de vestir para hombres o niños",,,
"        ","- Las demás prendas de vestir para mujeres o niñas",,,
"        ","- Las demás redes y rejas, soldadas en los puntos de cruce",,,
"        ","- Las demás resinas amínicas",,,
"        ","- Las demás resistencias fijas",,,
"        ","- Las demás ropas de cama",,,
"        ","- Las demás ropas de cama, estampadas",,,
"        ","- Las demás ropas de mesa",,,
"        ","- Las demás telas metálicas, redes y rejas",,,
"        ","- Las demás turbinas",,,
"        ","- Las demás turbinas de gas",,,
"        ","- Las demás, de coníferas",,,
"        ","- Las demás, de maderas tropicales",,,
"        ","- Las demás, en bruto o simplemente aserradas o desbastadas",,,
"        ","- Las demás, únicamente diseñadas para ser teledirigidas",,,
"        ","- Lechugas",,,
"        ","- Leña",,,
"        ","- Licuados",,,
"        ","- Lino agramado, espadado, peinado o trabajado de otro modo, pero sin hilar",,,
"        ","- Llaves de ajuste de mano",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás",,,
"        ","- Los demás abonos minerales o químicos con los dos elementos fertilizantes: nitrógeno y fósforo",,,
"        ","- Los demás agentes de superficie orgánicos, incluso acondicionados para la venta al por menor",,,
"        ","- Los demás aparatos",,,
"        ","- Los demás aparatos",,,
"        ","- Los demás aparatos",,,
"        ","- Los demás aparatos de transmisión o recepción de voz, imagen u otros datos, incluidos los de comunicación en red con o sin cable [tales como redes locales (LAN) o extendidas (WAN)]",,,
"        ","- Los demás aparatos electrotérmicos",,,
"        ","- Los demás aparatos elevadores o transportadores, de acción continua, para mercancías",,,
"        ","- Los demás aparatos y dispositivos",,,
"        ","- Los demás artículos",,,
"        ","- Los demás artículos roscados",,,
"        ","- Los demás artículos sin rosca",,,
"        ","- Los demás artículos y aparatos de prótesis",,,
"        ","- Los demás asientos, con armazón de madera",,,
"        ","- Los demás asientos, con armazón de metal",,,
"        ","- Los demás bordados",,,
"        ","- Los demás calzados",,,
"        ","- Los demás calzados",,,
"        ","- Los demás calzados",,,
"        ","- Los demás calzados, con suela de cuero natural",,,
"        ","- Los demás cloruros",,,
"        ","- Los demás compuestos oxigenados inorgánicos de los elementos no metálicos",,,
"        ","- Los demás condensadores fijos",,,
"        ","- Los demás conductores eléctricos para una tensión inferior o igual a 1000 V",,,
"        ","- Los demás desechos de la industria química o de las industrias conexas",,,
"        ","- Los demás desperdicios y desechos",,,
"        ","- Los demás dispositivos semiconductores",,,
"        ","- Los demás ensamblajes eléctricos y electrónicos, y tarjetas de circuitos impresos",,,
"        ","- Los demás fieltros sin impregnar, recubrir, revestir ni estratificar",,,
"        ","- Los demás granos trabajados (por ejemplo: mondados, perlados, troceados o quebrantados)",,,
"        ","- Los demás grupos electrógenos",,,
"        ","- Los demás hilados",,,
"        ","- Los demás hilados con un contenido de fibras sintéticas discontinuas superior o igual al 85 % en peso",,,
"        ","- Los demás hilados de fibras discontinuas acrílicas o modacrílicas",,,
"        ","- Los demás hilados de fibras discontinuas de poliéster",,,
"        ","- Los demás hilados retorcidos o cableados",,,
"        ","- Los demás hilados retorcidos o cableados",,,
"        ","- Los demás hilados sencillos",,,
"        ","- Los demás hilados sencillos con una torsión superior a 50 vueltas por metro",,,
"        ","- Los demás hilados sencillos sin torsión o con una torsión inferior o igual a 50 vueltas por metro",,,
"        ","- Los demás hornos",,,
"        ","- Los demás huevos frescos",,,
"        ","- Los demás instrumentos y aparatos",,,
"        ","- Los demás instrumentos y aparatos",,,
"        ","- Los demás instrumentos y aparatos",,,
"        ","- Los demás instrumentos y aparatos de odontología",,,
"        ","- Los demás instrumentos y aparatos de pesar",,,
"        ","- Los demás instrumentos y aparatos para medida o control de tensión, intensidad, resistencia o potencia (distintos de los utilizados para medida o control de obleas («wafers») o dispositivos semiconductores)",,,
"        ","- Los demás instrumentos y aparatos, ópticos",,,
"        ","- Los demás invertebrados acuáticos",,,
"        ","- Los demás juegos o surtidos y juguetes de construcción",,,
"        ","- Los demás juguetes y modelos, con motor",,,
"        ","- Los demás laminadores",,,
"        ","- Los demás materiales, máquinas y aparatos para producción de frío; bombas de calor",,,
"        ","- Los demás monitores",,,
"        ","- Los demás motores de corriente alterna, polifásicos",,,
"        ","- Los demás motores de corriente continua; generadores de corriente continua, excepto los generadores fotovoltaicos",,,
"        ","- Los demás papeles y cartones",,,
"        ","- Los demás papeles y cartones Kraft, de peso inferior o igual a 150 g/m²",,,
"        ","- Los demás papeles y cartones Kraft, de peso superior a 150 g/m² pero inferior a 225 g/m²",,,
"        ","- Los demás papeles y cartones Kraft, de peso superior o igual a 225 g/m²",,,
"        ","- Los demás papeles y cartones, con un contenido total de fibras obtenidas por procedimiento mecánico o químico-mecánico superior al 10 % en peso del contenido total de fibra",,,
"        ","- Los demás papeles y cartones, sin fibras obtenidas por procedimiento mecánico o químico-mecánico o con un contenido total de estas fibras inferior o igual al 10 % en peso del contenido total de fibra",,,
"        ","- Los demás peces vivos",,,
"        ","- Los demás pescados, excepto los despojos comestibles de pescado de las subpartidas 030291 a 030299",,,
"        ","- Los demás pescados, excepto los despojos comestibles de pescado de las subpartidas 030391 a 030399",,,
"        ","- Los demás poli(cloruros de vinilo)",,,
"        ","- Los demás polialcoholes",,,
"        ","- Los demás poliésteres",,,
"        ","- Los demás poliéteres",,,
"        ","- Los demás recipientes para beber, excepto los de vitrocerámica",,,
"        ","- Los demás relojes de pulsera, incluso con contador de tiempo incorporado",,,
"        ","- Los demás relojes de pulsera, incluso con contador de tiempo incorporado",,,
